date,ticker,action,price,shares,value,pnl,pnl_pct,entry_price,entry_date
2023-12-14,TSLA,BUY,174.07,5.767908001406248,1004.0197458047855,,,,
2023-12-15,MSFT,BUY,95.82,9.430367055148267,903.6177712243068,,,,
2023-12-18,AAPL,BUY,272.0,2.989911743021604,813.2559941018762,,,,
2023-12-18,GOOG,BUY,126.68,5.777789664443389,731.9303946916885,,,,
2023-12-19,AAPL,SELL,271.65,2.989911743021604,812.2095249918186,-1.0464691100576293,-0.1286764705882404,272.0,2023-12-18
2023-12-20,GOOG,SELL,125.01,5.777789664443389,722.281485952068,-9.648908739620468,-1.3182822860751564,126.68,2023-12-18
2023-12-20,TSLA,SELL,174.92,5.767908001406248,1008.9224676059808,4.902721801195278,0.48830930085597135,174.07,2023-12-14
2023-12-21,GOOG,BUY,125.27,7.288885631655675,913.0787030775064,,,,
2023-12-21,TSLA,BUY,172.8,4.755618245195346,821.7708327697559,,,,
2023-12-22,AMZN,BUY,225.72,3.2765982167853105,739.5937494927803,,,,
2023-12-25,AMZN,SELL,225.06,3.2765982167853105,737.431194669702,-2.1625548230782936,-0.29239766081871066,225.72,2023-12-22
2023-12-26,MSFT,SELL,94.81,9.430367055148267,894.0931004986072,-9.524670725699664,-1.054059695261944,95.82,2023-12-15
2023-12-28,MSFT,BUY,95.55,8.673854568920284,828.7868040603331,,,,
2023-12-28,TSLA,SELL,172.74,4.755618245195346,821.4854956750441,-0.2853370947117316,-0.03472222222222765,172.8,2023-12-21
2023-12-29,AMZN,BUY,226.75,3.6518486139881112,828.0566732218042,,,,
