date,ticker,action,price,shares,value,pnl,pnl_pct,entry_price,entry_date
2023-11-09,MSFT,SELL,101.01,8.223299334303588,830.6354657580055,8.96339627439094,1.0908726981585293,99.92,2023-11-08
2023-11-10,AMZN,SELL,230.93,3.955500048060765,913.4436260986724,0.47466000576730977,0.05199081495601554,230.81,2023-11-08
2023-11-10,GOOG,SELL,135.58,5.4989218059210305,745.5438184467733,-1.1547735792433038,-0.1546505633698958,135.79,2023-11-09
2023-11-13,AAPL,SELL,279.02,3.000054609477959,837.0752371365401,7.4101348854104705,0.8931477128909737,276.55,2023-11-09
2023-11-13,AMZN,BUY,229.61,4.375674176069919,1004.698547567414,,,,
2023-11-13,MSFT,BUY,102.26,8.842447612073858,904.2286928106728,,,,
2023-11-14,AMZN,SELL,229.72,4.375674176069919,1005.1798717267817,0.4813241593676264,0.04790732110970808,229.61,2023-11-13
2023-11-14,MSFT,SELL,103.33,8.842447612073858,913.6901117555917,9.461418944918968,1.0463524349696884,102.26,2023-11-13
2023-11-15,AAPL,BUY,276.83,3.632889578000371,1005.6928218778427,,,,
2023-11-15,AMZN,BUY,230.17,3.932413171525648,905.1235396900584,,,,
2023-11-15,GOOG,BUY,135.58,6.008343308165308,814.6111857210526,,,,
2023-11-15,MSFT,BUY,105.9,6.923041238422543,733.1500671489473,,,,
2023-11-15,TSLA,BUY,164.55,4.0099365568766485,659.8350604340526,,,,
2023-11-16,AAPL,SELL,276.01,3.632889578000371,1002.7138524238824,-2.9789694539602793,-0.29621067080879415,276.83,2023-11-15
2023-11-16,GOOG,SELL,134.11,6.008343308165308,805.7789210580496,-8.832264663002997,-1.0842307124944717,135.58,2023-11-15
2023-11-16,MSFT,SELL,107.35,6.923041238422543,743.1884769446599,10.038409795712608,1.3692162417374698,105.9,2023-11-15
2023-11-17,GOOG,BUY,132.39,6.413019710199461,849.0196794333066,,,,
2023-11-17,MSFT,BUY,107.51,7.107410580317886,764.1177114899759,,,,
2023-11-20,AMZN,SELL,225.64,3.932413171525648,887.3097080230472,-17.81383166701119,-1.9681105270017873,230.17,2023-11-15
2023-11-21,MSFT,SELL,105.74,7.107410580317886,751.5375947628132,-12.58011672716273,-1.6463584782810958,107.51,2023-11-17
2023-11-22,AAPL,BUY,274.73,3.0997367255835337,851.5906706195643,,,,
2023-11-22,GOOG,SELL,131.2,6.413019710199461,841.3881859781692,-7.631493455137345,-0.8988594304705777,132.39,2023-11-17
2023-11-22,MSFT,BUY,105.23,8.082965144497052,850.5704221554248,,,,
2023-11-23,GOOG,BUY,130.6,5.861511331852085,765.5133799398823,,,,
2023-11-23,TSLA,SELL,170.25,4.0099365568766485,682.6916988082494,22.85663837419685,3.463992707383756,164.55,2023-11-15
2023-11-24,TSLA,BUY,170.66,4.437074955037613,757.2312118267191,,,,
2023-11-27,AAPL,SELL,271.59,3.0997367255835337,841.8574973012319,-9.73317331833243,-1.1429403414261463,274.73,2023-11-22
2023-11-27,GOOG,SELL,132.47,5.861511331852085,776.4744061304457,10.961026190563425,1.4318529862174634,130.6,2023-11-23
2023-11-27,MSFT,SELL,104.53,8.082965144497052,844.9123465542768,-5.658075601147959,-0.6652095410054182,105.23,2023-11-22
2023-11-28,AAPL,BUY,269.34,3.444837438340546,927.8325156426425,,,,
2023-11-28,GOOG,BUY,132.81,6.287548106907449,835.0492640783783,,,,
2023-11-28,TSLA,SELL,171.11,4.437074955037613,759.227895556486,1.9966837297670017,0.26368217508496716,170.66,2023-11-24
2023-11-29,AAPL,SELL,266.76,3.444837438340546,918.944835051724,-8.887680590918553,-0.9578970817553989,269.34,2023-11-28
2023-11-29,MSFT,BUY,102.76,8.946687531445713,919.3616107313616,,,,
2023-11-30,GOOG,SELL,131.57,6.287548106907449,827.252704425813,-7.7965596525652945,-0.9336646336872256,132.81,2023-11-28
2023-11-30,MSFT,SELL,100.79,8.946687531445713,901.7366362944135,-17.624974436948044,-1.917088361230046,102.76,2023-11-29
2023-11-30,TSLA,BUY,169.55,5.899878405958407,1000.3243837302479,,,,
2023-12-01,AAPL,BUY,269.39,3.341964977754272,900.2919453572233,,,,
2023-12-01,MSFT,BUY,99.27,8.162211653283983,810.262750821501,,,,
2023-12-01,TSLA,SELL,170.12,5.899878405958407,1003.6873144216441,3.3629306913962513,0.33618401651429597,169.55,2023-11-30
2023-12-04,GOOG,BUY,132.97,6.239040439057797,829.6052071815153,,,,
2023-12-04,MSFT,SELL,98.88,8.162211653283983,807.0794882767202,-3.183262544780758,-0.3928679359323062,99.27,2023-12-01
2023-12-04,TSLA,BUY,170.23,4.860204636615378,827.3526352910357,,,,
2023-12-05,MSFT,BUY,98.48,7.561102475243016,744.6173717619322,,,,
2023-12-06,AMZN,BUY,230.35,2.909292965425392,670.155634585739,,,,
2023-12-06,TSLA,SELL,172.36,4.860204636615378,837.7048711670266,10.352235875990871,1.2512483111085215,170.23,2023-12-04
2023-12-07,AMZN,SELL,230.6,2.909292965425392,670.8829578270953,0.727323241356348,0.10853049706966988,230.35,2023-12-06
2023-12-08,GOOG,SELL,128.9,6.239040439057797,804.2123125945501,-25.39289458696519,-3.0608407911558944,132.97,2023-12-04
2023-12-11,AMZN,BUY,229.73,3.6321772745659358,834.4200852860324,,,,
2023-12-11,TSLA,BUY,176.89,4.245452409731637,750.9780767574292,,,,
2023-12-12,AAPL,SELL,273.4,3.341964977754272,913.6932249180179,13.4012795607946,1.488548201492268,269.39,2023-12-01
2023-12-12,TSLA,SELL,176.3,4.245452409731637,748.4732598356877,-2.50481692174156,-0.33354061846343486,176.89,2023-12-11
2023-12-13,TSLA,BUY,174.11,4.8365798492737735,842.0969175570567,,,,
2023-12-14,AAPL,BUY,273.7,2.7690435725295988,757.8872258013512,,,,
2023-12-14,MSFT,SELL,96.33,7.561102475243016,728.3610014401597,-16.256370321772526,-2.183184402924454,98.48,2023-12-05
2023-12-15,MSFT,BUY,95.82,7.8786746333253195,754.9346033652321,,,,
2023-12-18,AMZN,SELL,225.11,3.6321772745659358,817.6394262775378,-16.780659008494535,-2.011056457580629,229.73,2023-12-11
2023-12-18,GOOG,BUY,126.68,6.008881320306778,761.2050856564626,,,,
2023-12-19,AAPL,SELL,271.65,2.7690435725295988,752.2106864776655,-5.676539323685709,-0.7489952502740316,273.7,2023-12-14
2023-12-20,GOOG,SELL,125.01,6.008881320306778,751.1702538515503,-10.03483180491233,-1.3182822860751564,126.68,2023-12-18
2023-12-20,TSLA,SELL,174.92,4.8365798492737735,846.0145472349684,3.91762967791163,0.46522313479981925,174.11,2023-12-13
2023-12-21,MSFT,SELL,96.28,7.8786746333253195,758.5587936965618,3.6241903313297095,0.48006679190149004,95.82,2023-12-15
2023-12-21,TSLA,BUY,172.8,5.763194474634786,995.880005216891,,,,
2023-12-22,AMZN,BUY,225.72,3.970813417930187,896.2920046952019,,,,
2023-12-22,GOOG,BUY,123.44,6.534857454841879,806.6628042256816,,,,
2023-12-22,MSFT,BUY,95.06,7.637245148360125,725.9965238031135,,,,
2023-12-25,AMZN,SELL,225.06,3.970813417930187,893.6712678393679,-2.62073685583391,-0.29239766081871066,225.72,2023-12-22
2023-12-26,AAPL,BUY,273.94,2.711411251393513,742.763998206739,,,,
2023-12-26,MSFT,SELL,94.81,7.637245148360125,724.0872125160234,-1.9093112870900313,-0.26299179465600897,95.06,2023-12-22
2023-12-27,AAPL,SELL,275.03,2.711411251393513,745.7194364707578,2.9554382640188614,0.397897349784615,273.94,2023-12-26
2023-12-28,MSFT,BUY,95.55,8.53446638707214,815.468263284743,,,,
2023-12-28,TSLA,SELL,172.74,5.763194474634786,995.534213548413,-0.3457916684781003,-0.03472222222222765,172.8,2023-12-21
2023-12-29,AMZN,BUY,226.75,3.6757435868185673,833.4748583111101,,,,
