date,ticker,open,high,low,close,volume,return_1d,return_3d,return_5d,log_return_1d,sma_5,price_to_sma_5,sma_10,price_to_sma_10,rsi_14,macd,macd_signal,macd_histogram,next_day_return,direction,next_day_return_label
2023-02-13,AAPL,299.43,300.93,297.96,298.84,4482332,-0.005391732676562566,-0.003002602255288034,0.004909543345214873,-0.005406320526677081,299.87,0.9965651782439056,298.471,1.0012363010141687,67.38987508218275,0.6524164578128193,0.18990962554948682,0.4625068322633325,0.0046847811537948925,1,0.0046847811537948925
2023-02-14,AAPL,300.02,301.12,298.85,300.24,3902243,0.0046847811537948925,-0.0031210571751112415,0.0037107612075018004,0.004673841719165118,300.092,1.0004931820908256,298.868,1.0045906554064001,68.74606175173285,0.741448757269211,0.3002174518934317,0.4412313053757793,-0.0013988808952838383,0,-0.0013988808952838383
2023-02-15,AAPL,298.84,300.6,298.31,299.82,2303847,-0.0013988808952838383,-0.0021300672302468904,0.00026689797824785977,-0.001399860242596813,300.108,0.9990403454756287,299.25300000000004,1.00189471784744,62.05923836389286,0.7692495758487894,0.3940238766845032,0.37522569916428616,-0.0055366553265291385,0,-0.0055366553265291385
2023-02-16,AAPL,297.67,298.99,296.85,298.16,3369203,-0.0055366553265291385,-0.0022754651318429575,-0.010027226243442433,-0.005552039413165556,299.504,0.9955125808002564,299.219,0.9964607862468627,52.78336686787405,0.6498428146122706,0.44518766427005674,0.20465515034221382,0.004326536088006261,1,0.004326536088006261
2023-02-17,AAPL,298.22,299.65,296.61,299.45,1435250,0.004326536088006261,-0.002631228350652881,-0.0033615123477334086,0.004317203539468257,299.302,1.0004944838323833,299.44,1.000033395671921,56.78859268443895,0.6517908755852773,0.48650830653310084,0.16528256905217642,0.007780931708131433,1,0.007780931708131433
2023-02-20,AAPL,299.89,301.8,299.46,301.78,2562474,0.007780931708131433,0.006537255686745347,0.009838040422968763,0.007750816375033759,299.89,1.0063023108473106,299.88,1.0063358676804055,65.76989124212942,0.8317582638053409,0.5555582979875489,0.27619996581779205,-0.0007952813307705586,0,-0.0007952813307705586
2023-02-21,AAPL,300.73,301.61,300.53,301.54,1648612,-0.0007952813307705586,0.011336195331365762,0.004329869437783129,-0.0007955977347326597,300.15,1.0046310178244213,300.121,1.004728093002489,65.99655370476744,0.944134328492737,0.6332735040885865,0.3108608244041505,-0.0047091596471446895,0,-0.0047091596471446895
2023-02-22,AAPL,301.07,301.98,299.43,300.12,1513667,-0.0047091596471446895,0.0022374352980465417,0.0010006003602160973,-0.004720282673244485,300.21,0.9997002098531029,300.159,0.9998700688635024,54.969325153374264,0.908142534974445,0.6882473102657582,0.21989522470868672,-0.007930161268825842,0,-0.007930161268825842
2023-02-23,AAPL,298.52,298.71,297.05,297.74,4478057,-0.007930161268825842,-0.013387235734640957,-0.00140863965656024,-0.00796177222861686,300.126,0.9920500056642878,299.815,0.993079065423678,51.43513203214696,0.6797370838136771,0.6865452649753421,-0.006808181161664928,-0.001444213071807643,0,-0.001444213071807643
2023-02-24,AAPL,297.11,297.55,295.8,297.31,4716564,-0.001444213071807643,-0.014027989653114026,-0.007146435131073603,-0.0014452569526846913,299.698,0.9920319788587179,299.5,0.9926878130217028,49.802371541502,0.45873865815997306,0.6409839436122684,-0.18224528545229535,-0.004473445225522177,0,-0.004473445225522177
2023-02-27,AAPL,296.59,296.6,295.86,295.98,4626869,-0.004473445225522177,-0.013794482207117098,-0.01921929882695994,-0.004483481022524619,298.538,0.991431576549719,299.214,0.9891916822073834,40.89068825910936,0.17426708640095967,0.5476405721700067,-0.37337348576904705,-0.0007095073991487677,0,-0.0007095073991487677
2023-02-28,AAPL,295.17,296.7,294.92,295.77,1289696,-0.0007095073991487677,-0.006616511049909457,-0.019135106453538664,-0.000709759218642399,297.384,0.9945726737147929,298.767,0.9899687716514876,38.247483718176355,-0.06734758761427884,0.42464294021314963,-0.49199052782742847,-0.004361497109240164,0,-0.004361497109240164
2023-03-01,AAPL,294.82,296.47,293.06,294.48,2910525,-0.004361497109240164,-0.00951868420167501,-0.018792483006797256,-0.0043710361842938476,296.256,0.99400518470512,298.233,0.9874158795304343,29.98805256869771,-0.3587853226675861,0.2679572876370025,-0.6267426103045886,-0.0013583265417007606,0,-0.0013583265417007606
2023-03-02,AAPL,292.95,294.79,292.44,294.08,2804823,-0.0013583265417007606,-0.00641935265896354,-0.012292604285618403,-0.001359249903443596,295.524,0.9951137640259335,297.825,0.9874255015529254,30.57247259439704,-0.6149398407559374,0.0913778619584145,-0.7063177027143519,0.0005440696409140244,1,0.0005440696409140244
2023-03-03,AAPL,292.99,294.73,291.78,294.24,1343992,0.0005440696409140244,-0.0051729384318895955,-0.010325922437859458,0.0005439216886887193,294.91,0.9977281204435251,297.304,0.9896940505341335,34.625668449197946,-0.7958593083093888,-0.08606957209514617,-0.7097897362142426,0.0003738444806959951,1,0.0003738444806959951
2023-03-06,AAPL,295.23,297.01,293.83,294.35,4567972,0.0003738444806959951,-0.00044145612605273055,-0.005507128860058108,0.0003737746182593702,294.584,0.9992056595062869,296.56100000000004,0.9925445355255748,28.456474030724195,-0.9197607793748261,-0.25280781355108217,-0.666952965823744,0.008731102429081039,1,0.008731102429081039
2023-03-07,AAPL,296.21,297.1,296.09,296.92,1239019,0.008731102429081039,0.009657236126224156,0.0038881563376949035,0.008693206775075851,294.814,1.0071434870799894,296.09900000000005,1.002772721285786,40.834386852086006,-0.8013387321540222,-0.3625139972716702,-0.43882473488235196,-0.00599488077596666,0,-0.00599488077596666
2023-03-08,AAPL,295.44,296.0,294.19,295.14,4832319,-0.00599488077596666,0.00305872756933101,0.0022412387938059997,-0.006012922214042831,294.946,1.0006577475198848,295.601,0.9984404653570184,40.52697616060213,-0.8414201625975011,-0.4582952303368364,-0.3831249322606647,0.00037270447923032357,1,0.00037270447923032357
2023-03-09,AAPL,295.55,296.06,294.28,295.25,2067057,0.00037270447923032357,0.0030575845082383424,0.00397850924918397,0.00037263504216837135,295.18,1.0002371434379023,295.352,0.9996546493675345,35.772357723577315,-0.8544592301803391,-0.537528030305537,-0.3169311998748021,0.003149872988992497,1,0.003149872988992497
2023-03-10,AAPL,296.54,297.03,295.76,296.18,4293191,0.003149872988992497,-0.00249225380573892,0.0065932572050027005,0.003144922531885709,295.568,1.0020705895090132,295.23900000000003,1.0031872482971422,29.041916167664894,-0.7807495625579577,-0.5861723367560212,-0.19457722580193648,-0.0033087987034912114,0,-0.0033087987034912114
2023-03-13,AAPL,295.77,296.0,294.88,295.2,3089387,-0.0033087987034912114,0.00020329335230728773,0.0028877187022251505,-0.0033142848830399387,295.738,0.9981808222142572,295.161,1.0001321312775062,27.517730496454007,-0.7922790302320664,-0.6273936754512303,-0.1648853547808361,-0.0003387533875337523,0,-0.0003387533875337523
2023-03-14,AAPL,295.42,296.64,295.02,295.1,3532462,-0.0003387533875337523,-0.0005080440304825462,-0.0061295971978984065,-0.00033881077742358074,295.37399999999997,0.9990723624963608,295.094,1.0000203325042192,30.35993740219112,-0.800260476070946,-0.6619670355751734,-0.13829344049577252,-0.003558115892917657,0,-0.003558115892917657
2023-03-15,AAPL,295.05,295.5,293.75,294.05,2621418,-0.003558115892917657,-0.007191572692281656,-0.0036931625669173185,-0.003564461042928749,295.15600000000006,0.9962528290124543,295.05100000000004,0.9966073661841511,33.886462882096225,-0.8811546518584237,-0.7058045588318236,-0.1753500930266001,-0.0020064614861419194,0,-0.0020064614861419194
2023-03-16,AAPL,293.14,294.37,291.25,293.46,2609751,-0.0020064614861419194,-0.00589430894308951,-0.006062658763759554,-0.0020084771266442657,294.798,0.9954612989233305,294.98900000000003,0.9948167558790326,33.4194659776056,-0.9815571582234952,-0.760955078710158,-0.2206020795133372,-0.006508553124786931,0,-0.006508553124786931
2023-03-17,AAPL,292.07,292.99,291.05,291.55,3198851,-0.006508553124786931,-0.012029820399864444,-0.015632385711391694,-0.006529826111155726,293.872,0.9920986007513475,294.71999999999997,0.9892440282301848,31.829368334700717,-1.2013989263645044,-0.8490438482410274,-0.352355078123477,-0.002572457554450347,0,-0.002572457554450347
2023-03-20,AAPL,291.74,292.42,289.89,290.8,4589014,-0.002572457554450347,-0.011052542084679429,-0.01490514905149043,-0.0025757720088006968,292.992,0.9925185670598514,294.365,0.9878891851952508,30.479183032207615,-1.4197775318724553,-0.963190584967313,-0.45658694690514223,0.003920220082531012,1,0.003920220082531012
2023-03-21,AAPL,291.68,293.36,290.19,291.94,1785291,0.003920220082531012,-0.005179581544333067,-0.010708234496780822,0.003912556043067757,292.36,0.9985634149678478,293.867,0.9934426117937706,39.90461049284578,-1.4837519090439741,-1.0673028497826453,-0.4164490592613288,0.00044529697883133323,1,0.00044529697883133323
2023-03-22,AAPL,292.1,293.36,291.25,292.07,1048207,0.00044529697883133323,0.0017835705710855798,-0.006733548716204796,0.00044519786355438575,291.964,1.000363058459262,293.56,0.9949243766180679,41.835905767668635,-1.5065950602862017,-1.1551612918833567,-0.351433768402845,0.003355360016434439,1,0.003355360016434439
2023-03-23,AAPL,292.17,293.78,292.09,293.05,4217269,0.003355360016434439,0.007737276478679611,-0.0013971239691950021,0.0033497433564519427,291.882,1.0040016170918384,293.34000000000003,0.9990113861048612,45.46839299314549,-1.4291463034498975,-1.209958294196665,-0.21918800925323256,0.0033782630950349724,1,0.0033782630950349724
2023-03-24,AAPL,294.06,294.79,292.36,294.04,3538272,0.0033782630950349724,0.007193258888812837,0.008540559080775223,0.0033725695834486446,292.38,1.0056775429235927,293.12600000000003,1.0031181130298916,48.89364739471805,-1.273206151473289,-1.2226078656519899,-0.050598285821299216,0.005271391647394763,1,0.005271391647394763
2023-03-27,AAPL,294.58,296.45,293.2,295.59,4453431,0.005271391647394763,0.012051905365152216,0.01647180192572195,0.005257546496605849,293.338,1.007677150590786,293.165,1.0082717923353741,44.880677444187675,-1.012874623269738,-1.1806612171755395,0.16778659390580142,-0.0037890321052808096,0,-0.0037890321052808096
2023-03-28,AAPL,295.45,296.74,293.94,294.47,1407466,-0.0037890321052808096,0.0048455894898482565,0.008666164280331623,-0.0037962286718610425,293.84399999999994,1.0021303821075132,293.102,1.0046673171796852,47.28304947283064,-0.8867131738421676,-1.1218716085088651,0.2351584346666975,0.0039732400584098215,1,0.0039732400584098215
2023-03-29,AAPL,295.59,296.06,295.17,295.64,2738165,0.0039732400584098215,0.005441436539246336,0.012223097202725297,0.003965367586054117,294.558,1.003673300334739,293.26099999999997,1.0081122276743244,51.45631067961161,-0.6844304066401037,-1.034383368135113,0.3499529614950092,-0.005141388174807138,0,-0.005141388174807138
2023-03-30,AAPL,295.21,295.69,293.94,294.12,3253185,-0.005141388174807138,-0.004973104638181125,0.0036512540522095627,-0.0051546505886644264,294.77200000000005,0.9977881209884248,293.327,1.0027034674612294,42.632331902718086,-0.6394005416624964,-0.9553868028405896,0.31598626117809325,0.0008839929280566317,1,0.0008839929280566317
2023-03-31,AAPL,294.34,294.43,292.95,294.38,4321802,0.0008839929280566317,-0.00030563385064708015,0.0011563052645897631,0.0008836024364191573,294.84000000000003,0.998439831773165,293.61,1.0026225264807056,46.90799396681748,-0.5760933763191929,-0.8795281175363103,0.30343474121711744,0.008458455058088177,1,0.008458455058088177
2023-04-03,AAPL,295.27,296.91,294.43,296.87,4212405,0.008458455058088177,0.004160465430929516,0.004330322406035592,0.008422882777372024,295.096,1.0060116030037682,294.217,1.009017154005377,55.654952076677304,-0.32129610003806874,-0.767881714036662,0.4465856139985933,0.010509650688853789,1,0.010509650688853789
2023-04-04,AAPL,298.38,300.13,297.8,299.99,4895429,0.010509650688853789,0.01995784033727732,0.01874554283967811,0.010454808225487255,296.2,1.012795408507765,295.022,1.0168394221447892,66.76072234762992,0.13088177853023808,-0.5881290155232821,0.7190107940535202,-0.00203340111337047,0,-0.00203340111337047
2023-04-05,AAPL,299.7,300.17,298.63,299.38,2210775,-0.00203340111337047,0.01698484951423329,0.01265052090380192,-0.00203547128021015,296.948,1.008189986125517,295.75300000000004,1.0122636118653063,66.68545659526512,0.43499969731129795,-0.3835032729563661,0.818502970267664,-0.00046763310842401484,0,-0.00046763310842401484
2023-04-06,AAPL,300.11,300.44,298.7,299.24,3841722,-0.00046763310842401484,0.007983292350187021,0.0174078607371142,-0.0004677424828854707,297.972,1.0042554333964266,296.372,1.0096770275194689,74.07639323732019,0.6571433693214317,-0.1753739445008066,0.8325173138222383,0.005614222697500448,1,0.005614222697500448
2023-04-07,AAPL,301.15,301.41,300.68,300.92,3594292,0.005614222697500448,0.003100103336777904,0.022216183164617265,0.005598521687816763,299.28000000000003,1.0054798182304197,297.06,1.012994007944523,79.94082840236712,0.957715837485182,0.051244011896391106,0.9064718255887909,-0.00033231423634194623,0,-0.00033231423634194623
2023-04-10,AAPL,301.27,301.41,300.47,300.82,1386162,-0.00033231423634194623,0.00480994054379047,0.013305487250311554,-0.0003323694649536255,300.07000000000005,1.002499416802746,297.58299999999997,1.010877637499454,77.99495586380849,1.1743157388957002,0.27585835729625297,0.8984573815994472,-0.006316069410278513,0,-0.006316069410278513
2023-04-11,AAPL,300.07,300.96,298.91,298.92,3706027,-0.006316069410278513,-0.0010693757519047997,-0.003566785559518615,-0.006336100164977829,299.85600000000005,0.9968785016808067,298.028,1.0029930073684352,69.42711287578013,1.1790670492441677,0.45650009568583594,0.7225669535583318,0.0008363441723537868,1,0.0008363441723537868
2023-04-12,AAPL,297.74,299.44,297.03,299.17,1423157,0.0008363441723537868,-0.005815499135983004,-0.0007014496626360778,0.0008359946314438968,299.814,0.9978520015743094,298.38100000000003,1.0026442702450893,68.1065088757398,1.189295944255207,0.6030592653997102,0.5862366788554967,-0.0020389744961059053,0,-0.0020389744961059053
2023-04-13,AAPL,298.59,298.6,298.54,298.56,3475359,-0.0020389744961059053,-0.007512798351173466,-0.002272423472797769,-0.0020410560345542877,299.678,0.9962693290798791,298.825,0.999113193340584,63.680387409201025,1.1350958369931163,0.7094665797183914,0.4256292572747249,-0.00415326902465174,0,-0.00415326902465174
2023-04-14,AAPL,297.92,298.23,296.21,297.32,4699367,-0.00415326902465174,-0.00535260270306448,-0.011963312508307955,-0.0041619178018863475,298.95799999999997,0.9945209695007327,299.11899999999997,0.9939856712545844,55.33621221468238,0.9807784214801245,0.7637289480707381,0.2170494734093864,-0.003598816090407575,0,-0.003598816090407575
2023-04-17,AAPL,297.24,297.52,295.88,296.25,3526957,-0.003598816090407575,-0.009760336932179037,-0.015191809055248973,-0.0036053074077517277,298.044,0.993980754519467,299.05699999999996,0.9906138294706361,55.507425742574185,0.7633413760328835,0.7636514336631672,-0.0003100576302836888,-0.0022953586497890255,0,-0.0022953586497890255
2023-04-18,AAPL,294.63,296.59,293.59,295.57,4892584,-0.0022953586497890255,-0.0100147374062165,-0.011207011909541098,-0.002297997023570536,297.37399999999997,0.9939335651401939,298.615,0.9898029234968102,49.776643267389936,0.5300406552290724,0.7169292779763483,-0.1868886227472759,0.007646242852792806,1,0.007646242852792806
2023-04-19,AAPL,297.54,298.38,296.86,297.83,4599120,0.007646242852792806,0.0017153235571101266,-0.0044790587291507755,0.007617158501170386,297.10599999999994,1.002436840723513,298.46,0.9978891643771359,61.30408287629486,0.5214997411493982,0.6778433706109583,-0.1563436294615601,0.005741530403250206,1,0.005741530403250206
2023-04-20,AAPL,299.63,299.85,298.49,299.54,2093767,0.005741530403250206,0.011105485232067558,0.003282422293676479,0.00572511063730867,297.302,1.007527699107305,298.48999999999995,1.0035177057857887,64.44568868980964,0.6452753812163223,0.6713297727320312,-0.026054391515708875,0.0008012285504439554,1,0.0008012285504439554
2023-04-21,AAPL,300.93,301.83,299.65,299.78,1562196,0.0008012285504439554,0.01424366478329997,0.008273913628413787,0.0008009077382001147,297.794,1.0066690396717193,298.37600000000003,1.0047054722899964,59.320948110185675,0.754042331340429,0.6878722844537108,0.06617004688671813,-0.0039695776903062585,0,-0.0039695776903062585
2023-04-24,AAPL,299.5,299.51,297.84,298.59,2656195,-0.0039695776903062585,0.0025517912903334494,0.007898734177215205,-0.003977477376367863,298.262,1.001099704286835,298.15299999999996,1.001465690434106,44.88304093567239,0.7357367528753116,0.6974451781380311,0.03829157473728051,-0.007669379416591182,0,-0.007669379416591182
2023-04-25,AAPL,296.16,297.08,295.49,296.3,4567945,-0.007669379416591182,-0.010816585430994174,0.0024698041073181187,-0.007698940346562186,298.408,0.9929358462239618,297.89099999999996,0.994659120282251,39.97395833333336,0.530332248347122,0.6640225921798493,-0.13369034383272727,0.0011137360782988992,1,0.0011137360782988992
2023-04-26,AAPL,296.4,297.1,295.74,296.63,2009561,0.0011137360782988992,-0.010507705650810495,-0.004029144142631669,0.0011131163343842693,298.168,0.9948418341337769,297.637,0.9966166840816162,41.607717041800576,0.3896839072113494,0.6091548551861493,-0.21947094797479993,-0.00023598422276904785,0,-0.00023598422276904785
2023-04-27,AAPL,295.89,297.64,295.67,296.56,1884003,-0.00023598422276904785,-0.006798620181519666,-0.00994858783467989,-0.00023601207142706125,297.572,0.9965991423924294,297.437,0.9970514764471131,34.361549497847804,0.2694644501139578,0.541216774171711,-0.2717523240577532,-0.001112759643916883,0,-0.001112759643916883
2023-04-28,AAPL,296.78,298.59,296.07,296.23,3234554,-0.001112759643916883,-0.00023624704691194154,-0.011842017479484768,-0.001113379220598713,296.86199999999997,0.9978710646697794,297.32800000000003,0.9963071086476887,33.803810868031036,0.14587981050652843,0.4621493814386745,-0.3162695709321461,-0.002092968301657505,0,-0.002092968301657505
2023-05-01,AAPL,295.63,295.74,295.59,295.61,1267914,-0.002092968301657505,-0.00343862724606403,-0.009980240463511758,-0.0020951616207125824,296.26599999999996,0.9977857735953503,297.264,0.9944359222778406,37.160589604344366,-0.002066899277167522,0.36930612529550616,-0.3713730245726737,0.00043976861405226053,1,0.00043976861405226053
2023-05-02,AAPL,295.71,297.7,294.89,295.74,2249533,0.00043976861405226053,-0.00276503911518744,-0.0018899763752953103,0.00043967194417585446,296.154,0.9986020786482709,297.281,0.9948163522054891,36.57008613938909,-0.10758563885957528,0.2739277724644899,-0.3815134113240652,0.0013187259078919489,1,0.0013187259078919489
2023-05-03,AAPL,296.46,296.53,295.51,296.13,1614482,0.0013187259078919489,-0.00033757553252544703,-0.001685601591207897,0.0013178571525647735,296.054,1.000256709924541,297.111,0.9966982037016469,40.31872509960149,-0.15791985774762907,0.18755824642206614,-0.3454781041696952,0.002431364603383779,1,0.002431364603383779
2023-05-04,AAPL,296.86,296.9,296.64,296.85,1043892,0.002431364603383779,0.004194716010960331,0.00097787968707852,0.002428413618778258,296.11199999999997,1.0024923002107313,296.842,1.000026950364167,48.046550290939436,-0.13811994539219086,0.12242260805921475,-0.2605425534514056,-0.01030823648307222,0,-0.01030823648307222
2023-05-05,AAPL,295.25,295.91,293.63,293.79,1690496,-0.01030823648307222,-0.0065936295394602995,-0.00823684299361982,-0.010361734315871582,295.624,0.9937961735177117,296.243,0.9917196355694481,41.226818830242536,-0.3651357411775962,0.024910938211852557,-0.3900466793894487,-0.00027230334592753813,0,-0.00027230334592753813
2023-05-08,AAPL,294.47,295.71,293.19,293.71,1165213,-0.00027230334592753813,-0.00817208658359514,-0.0064273874361491234,-0.00027234042721536507,295.244,0.9948042974624377,295.755,0.9930854930601342,43.0700447093889,-0.5452177949561019,-0.08911480842173833,-0.45610298653436354,0.0033366245616424095,1,0.0033366245616424095
2023-05-09,AAPL,294.4,295.2,294.35,294.69,2754155,0.0033366245616424095,-0.007276402223345246,-0.0035504159058632467,0.0033310703812902734,295.034,0.998834032687758,295.594,0.996941751185748,37.06754530477764,-0.6019177767489623,-0.19167540208718314,-0.41024237466177915,-0.0012894906511927706,0,-0.0012894906511927706
2023-05-10,AAPL,295.43,295.82,293.52,294.31,1554670,-0.0012894906511927706,0.0017699717485277766,-0.00614594941410862,-0.0012903227596701829,294.66999999999996,0.9987782943631861,295.36199999999997,0.9964382689716349,25.809435707677864,-0.6697947678773062,-0.2872992752452078,-0.38249549263209837,-0.007475111277224666,0,-0.007475111277224666
2023-05-11,AAPL,292.23,292.33,291.83,292.11,4222195,-0.007475111277224666,-0.005447550304722215,-0.01596766043456299,-0.007503189936443156,293.72200000000004,0.9945118172966273,294.91700000000003,0.9904820678360352,19.968676585747957,-0.8908403333723527,-0.4080074868706368,-0.4828328465017159,-0.0014035808428333185,0,-0.0014035808428333185
2023-05-12,AAPL,291.76,291.82,291.69,291.7,4363357,-0.0014035808428333185,-0.010146255387016856,-0.0071139249123525206,-0.0014045667850989426,293.304,0.9945312713089491,294.464,0.9906134535970441,21.267723102585563,-1.0865787070978286,-0.5437217309160751,-0.5428569761817534,-0.0006856359273225143,0,-0.0006856359273225143
2023-05-15,AAPL,291.87,292.05,290.67,291.5,1830241,-0.0006856359273225143,-0.009547755767727928,-0.007524428858397658,-0.0006858710831285885,292.86199999999997,0.9953493454254906,294.053,0.9913178916725897,25.757575757575793,-1.243506735434437,-0.6836787318197475,-0.5598280036146894,0.0012349914236706727,1,0.0012349914236706727
2023-05-16,AAPL,290.94,292.62,290.41,291.86,2477419,0.0012349914236706727,-0.000855841977337346,-0.00960331195493569,0.001234229449052626,292.296,0.9985083613870871,293.665,0.9938535405989818,25.981873111782733,-1.323567079738723,-0.8116564014035426,-0.5119106783351803,-0.0008565750702391739,0,-0.0008565750702391739
2023-05-17,AAPL,291.16,292.15,290.88,291.61,4720944,-0.0008565750702391739,-0.0003085361672950926,-0.009174000203866606,-0.0008569421402949936,291.75600000000003,0.9994995818423614,293.213,0.9945329845538908,25.519287833828116,-1.3911520551367857,-0.9275555321501914,-0.4635965229865944,-0.0019889578546690156,0,-0.0019889578546690156
2023-05-18,AAPL,291.04,292.55,289.55,291.03,4688977,-0.0019889578546690156,-0.0016123499142367548,-0.0036972373420972593,-0.001990938458002962,291.54,0.9982506688619056,292.631,0.9945289460105047,24.903474903475,-1.474517468281931,-1.0369479193765394,-0.4375695489053917,-0.0012369858777444565,0,-0.0012369858777444565
2023-05-19,AAPL,291.52,292.16,290.66,290.67,2235017,-0.0012369858777444565,-0.00407729733433837,-0.003531025025711232,-0.0012377515762793086,291.334,0.9977208290141213,292.319,0.9943589024319323,25.54455445544575,-1.5517465815063929,-1.1399076518025102,-0.4118389297038827,0.0036811504455223076,1,0.0036811504455223076
